genes	t	S	N	dNdS	dN	dS
XP_015762403.1_aten_0.1.m1.14987.m1	0.1516	1081.8	3238.2	0.4460	0.0385	0.0864
XP_015762406.1_aten_0.1.m1.15017.m1	0.2525	270.9	854.1	0.3643	0.0593	0.1627
XP_015762407.1_aten_0.1.m1.15016.m1	0.2008	201.8	920.2	0.3069	0.0476	0.1551
XP_015762409.1_aten_0.1.m1.15015.m1	0.0801	146.4	474.6	0.0970	0.0084	0.0862
XP_015762415.1_aten_0.1.m1.1551.m1	0.1328	388.8	922.2	0.2694	0.0245	0.0911
XP_015762416.1_aten_0.1.m1.1546.m1	0.1576	171.3	518.7	0.3099	0.0338	0.1091
XP_015762418.1_aten_0.1.m1.1554.m1	0.1215	629.4	1842.6	0.1567	0.0171	0.1090
XP_015762420.1_aten_0.1.m1.1558.m1	0.3975	531.5	1571.5	0.4081	0.0970	0.2376
XP_015762423.1_aten_0.1.m1.14982.m1	0.0919	60.7	302.3	0.1165	0.0135	0.1159
XP_015762428.1_aten_0.1.m1.14990.m1	0.0782	210.8	734.2	0.0555	0.0054	0.0979
XP_015762429.1_aten_0.1.m1.14991.m1	0.0653	411.9	1076.1	0.0858	0.0055	0.0642
XP_015762439.1_aten_0.1.m1.14993.m1	0.1539	554.2	1521.8	0.2925	0.0312	0.1065
XP_015762442.1_aten_0.1.m1.14999.m1	0.1625	292.3	856.7	0.2979	0.0339	0.1137
XP_015762444.1_aten_0.1.m1.14997.m1	0.1064	389.3	1476.7	0.1661	0.0173	0.1043
XP_015762451.1_aten_0.1.m1.14998.m1	0.0380	154.7	271.3	0.0010	0.0000	0.0348
XP_015762454.1_aten_0.1.m1.15014.m1	0.0735	134.7	381.3	0.0652	0.0052	0.0793
XP_015762455.1_aten_0.1.m1.15004.m1	0.1268	162.6	398.4	0.1722	0.0177	0.1026
XP_015762456.1_aten_0.1.m1.15009.m1	0.1409	274.2	733.8	0.7289	0.0427	0.0585
XP_015762458.1_aten_0.1.m1.15019.m1	0.8624	145.7	550.3	0.5850	0.2503	0.4278
XP_015762460.1_aten_0.1.m1.15005.m1	0.0916	288.5	890.5	0.0525	0.0056	0.1074
XP_015762461.1_aten_0.1.m1.15018.m1	0.1142	255.9	782.1	0.2817	0.0234	0.0829
XP_015762468.1_aten_0.1.m1.1534.m1	0.1254	329.4	927.6	0.1912	0.0198	0.1037
XP_015762469.1_aten_0.1.m1.38367.m1	0.7614	73.7	211.3	0.6004	0.2165	0.3607
XP_015762488.1_aten_0.1.m1.1547.m1	0.1776	191.2	495.8	0.3725	0.0403	0.1082
XP_015762489.1_aten_0.1.m1.1549.m1	0.1029	377.4	960.6	0.3806	0.0235	0.0618
XP_015762490.1_aten_0.1.m1.1544.m1	0.0919	333.6	1022.4	0.3792	0.0218	0.0576
XP_015762491.1_aten_0.1.m1.1559.m1	0.0836	377.7	885.3	0.1945	0.0124	0.0640
XP_015762494.1_aten_0.1.m1.18897.m1	0.1920	294.6	728.4	0.5181	0.0505	0.0974
XP_015762502.1_aten_0.1.m1.18880.m1	0.2123	455.4	1176.6	0.3387	0.0458	0.1352
XP_015762505.1_aten_0.1.m1.18873.m1	0.2272	232.7	790.3	0.2773	0.0475	0.1714
XP_015762508.1_aten_0.1.m1.18876.m1	0.2577	388.4	1021.6	0.5265	0.0688	0.1308
XP_015762512.1_aten_0.1.m1.18852.m1	0.3196	79.4	232.6	0.3526	0.0726	0.2059
XP_015762516.1_aten_0.1.m1.18839.m1	0.1773	535.1	1711.9	0.2139	0.0315	0.1474
XP_015762518.1_aten_0.1.m1.18832.m1	0.2225	121.6	382.4	0.3154	0.0487	0.1543
XP_015762519.1_aten_0.1.m1.18834.m1	0.2340	208.3	664.7	0.3072	0.0507	0.1651
XP_015762523.1_aten_0.1.m1.18827.m1	0.2937	349.8	1075.2	0.3580	0.0680	0.1899
XP_015762531.1_aten_0.1.m1.18881.m1	0.0940	326.7	1059.3	0.0693	0.0075	0.1086
XP_015762537.1_aten_0.1.m1.18872.m1	0.1344	263.4	768.6	0.2668	0.0263	0.0987
XP_015762538.1_aten_0.1.m1.18868.m1	0.1749	170.4	483.6	0.2961	0.0360	0.1216
XP_015762539.1_aten_0.1.m1.18866.m1	0.1020	298.5	805.5	0.2255	0.0176	0.0782
XP_015762540.1_aten_0.1.m1.18859.m1	0.4601	354.5	1136.5	0.5101	0.1248	0.2448
XP_015762544.1_aten_0.1.m1.18865.m1	0.1123	82.3	277.7	0.8930	0.0364	0.0408
XP_015762548.1_aten_0.1.m1.18855.m1	0.2774	135.1	386.9	0.5375	0.0756	0.1407
XP_015762550.1_aten_0.1.m1.18854.m1	0.5339	151.6	364.4	0.7706	0.1637	0.2124
XP_015762557.1_aten_0.1.m1.18836.m1	0.6486	75.0	297.0	0.6355	0.1938	0.3049
XP_015762562.1_aten_0.1.m1.18830.m1	0.1953	456.7	1406.3	0.6379	0.0571	0.0896
XP_015762564.1_aten_0.1.m1.18831.m1	0.2885	161.4	561.6	0.3541	0.0683	0.1930
XP_015762573.1_aten_0.1.m1.1013.m1	0.1055	1558.9	5212.1	0.1721	0.0167	0.0970
XP_015762574.1_aten_0.1.m1.1008.m1	0.2380	1477.9	4828.1	0.4581	0.0621	0.1356
XP_015762578.1_aten_0.1.m1.994.m1	0.2058	368.0	1219.0	0.2748	0.0426	0.1549
XP_015762587.1_aten_0.1.m1.1009.m1	0.1740	388.2	1237.8	0.2593	0.0345	0.1330
XP_015762588.1_aten_0.1.m1.1007.m1	0.0797	321.3	947.7	0.1065	0.0085	0.0799
XP_015762589.1_aten_0.1.m1.1002.m1	0.0563	212.9	444.1	0.1575	0.0069	0.0436
XP_015762590.1_aten_0.1.m1.1003.m1	0.0403	137.4	402.6	0.1314	0.0050	0.0381
XP_015762597.1_aten_0.1.m1.998.m1	0.0238	95.9	306.1	0.0010	0.0000	0.0332
XP_015762603.1_aten_0.1.m1.993.m1	0.0544	278.8	729.2	0.0760	0.0042	0.0547
XP_015762605.1_aten_0.1.m1.1000.m1	0.0399	86.0	319.0	0.1648	0.0064	0.0389
XP_015762606.1_aten_0.1.m1.992.m1	0.2285	269.2	765.8	0.4658	0.0587	0.1259
XP_015762616.1_aten_0.1.m1.984.m1	0.1060	383.7	1029.3	0.2145	0.0177	0.0826
XP_015762617.1_aten_0.1.m1.991.m1	0.1301	345.3	1013.7	0.1530	0.0180	0.1178
XP_015762623.1_aten_0.1.m1.981.m1	0.1860	175.4	634.6	0.2258	0.0356	0.1576
XP_015762625.1_aten_0.1.m1.986.m1	0.1345	141.9	374.1	0.1376	0.0165	0.1196
XP_015762628.1_aten_0.1.m1.985.m1	0.0687	621.3	1595.7	0.3027	0.0139	0.0460
XP_015762630.1_aten_0.1.m1.975.m1	0.1568	259.1	760.9	0.2445	0.0293	0.1198
XP_015762641.1_aten_0.1.m1.973.m1	0.1066	315.7	818.3	0.2665	0.0201	0.0755
XP_015762646.1_aten_0.1.m1.964.m1	0.0895	273.8	809.2	0.1342	0.0113	0.0845
XP_015762651.1_aten_0.1.m1.5301.m1	0.2266	449.6	1710.4	0.2813	0.0493	0.1753
XP_015762660.1_aten_0.1.m1.25392.m1	0.3109	144.0	501.0	0.4069	0.0782	0.1922
XP_015762675.1_aten_0.1.m1.5293.m1	0.0480	195.0	726.0	0.1855	0.0083	0.0447
XP_015762676.1_aten_0.1.m1.5297.m1	0.1241	220.9	616.1	0.2844	0.0249	0.0874
XP_015762677.1_aten_0.1.m1.5289.m1	0.0813	274.8	562.2	0.1396	0.0090	0.0642
XP_015762678.1_aten_0.1.m1.5291.m1	0.5792	84.4	299.6	0.3481	0.1368	0.3928
XP_015762682.1_aten_0.1.m1.5290.m1	0.1358	192.1	593.9	0.2401	0.0255	0.1063
XP_015762683.1_aten_0.1.m1.5276.m1	0.1077	253.3	763.7	0.2121	0.0186	0.0879
XP_015762684.1_aten_0.1.m1.5292.m1	0.1085	238.9	658.1	0.1648	0.0154	0.0934
XP_015762685.1_aten_0.1.m1.5275.m1	0.2660	224.8	849.2	0.4214	0.0689	0.1634
XP_015762709.1_aten_0.1.m1.5237.m1	0.2358	400.4	1147.6	0.6334	0.0684	0.1079
XP_015762711.1_aten_0.1.m1.5241.m1	0.4087	208.1	619.9	0.3790	0.0965	0.2546
XP_015762714.1_aten_0.1.m1.5227.m1	0.0716	350.8	972.2	0.2234	0.0124	0.0556
XP_015762717.1_aten_0.1.m1.5268.m1	0.0874	409.0	1217.0	0.1160	0.0100	0.0861
XP_015762721.1_aten_0.1.m1.5267.m1	0.1318	262.7	901.3	0.1660	0.0206	0.1240
XP_015762722.1_aten_0.1.m1.5255.m1	0.1308	361.3	886.7	0.3957	0.0302	0.0764
XP_015762723.1_aten_0.1.m1.5259.m1	0.0926	251.2	723.8	0.4969	0.0245	0.0492
XP_015762728.1_aten_0.1.m1.5261.m1	0.0808	293.2	696.8	0.3014	0.0160	0.0530
XP_015762731.1_aten_0.1.m1.5252.m1	0.1437	180.5	527.5	0.3860	0.0341	0.0883
XP_015762740.1_aten_0.1.m1.5247.m1	0.1887	358.8	1072.2	0.4953	0.0501	0.1012
XP_015762755.1_aten_0.1.m1.15354.m1	0.4534	241.6	712.4	0.5359	0.1239	0.2313
XP_015762758.1_aten_0.1.m1.5240.m1	0.0889	236.3	591.7	0.2000	0.0138	0.0692
XP_015762762.1_aten_0.1.m1.5233.m1	0.1843	274.3	967.7	0.2234	0.0348	0.1556
XP_015762764.1_aten_0.1.m1.5231.m1	0.1058	870.5	2567.5	0.1527	0.0147	0.0961
XP_015762767.1_aten_0.1.m1.5228.m1	0.1117	554.0	1639.0	0.3102	0.0238	0.0768
XP_015762779.1_aten_0.1.m1.15362.m1	0.1935	2063.1	6339.9	0.2839	0.0398	0.1403
XP_015762783.1_aten_0.1.m1.22128.m1	0.4109	250.1	877.9	0.7219	0.1262	0.1748
XP_015762784.1_aten_0.1.m1.22126.m1	0.1212	139.3	517.7	0.3181	0.0278	0.0873
XP_015762793.1_aten_0.1.m1.22108.m1	0.3420	142.9	409.1	0.3313	0.0749	0.2260
XP_015762794.1_aten_0.1.m1.22117.m1	0.1918	112.2	424.8	0.1303	0.0267	0.2049
XP_015762796.1_aten_0.1.m1.22110.m1	0.0843	218.1	675.9	0.0606	0.0059	0.0970
XP_015762797.1_aten_0.1.m1.22109.m1	0.2951	332.2	984.8	0.3303	0.0651	0.1970
XP_015762799.1_aten_0.1.m1.22106.m1	0.1966	753.9	2852.1	0.3230	0.0456	0.1410
XP_015762800.1_aten_0.1.m1.15358.m1	0.3844	105.2	404.8	0.5688	0.1108	0.1948
XP_015762802.1_aten_0.1.m1.30468.m1	0.1008	478.7	1339.3	0.0727	0.0077	0.1061
XP_015762803.1_aten_0.1.m1.30472.m1	0.3817	419.8	1221.2	0.3403	0.0851	0.2499
XP_015762804.1_aten_0.1.m1.30478.m1	0.2047	179.3	606.7	0.3900	0.0503	0.1290
XP_015762805.1_aten_0.1.m1.30465.m1	0.2504	296.8	828.2	0.3091	0.0525	0.1699
XP_015762806.1_aten_0.1.m1.30474.m1	0.5432	295.8	910.2	0.7259	0.1657	0.2283
XP_015762813.1_aten_0.1.m1.22127.m1	0.2456	233.4	831.6	0.4643	0.0653	0.1407
XP_015762815.1_aten_0.1.m1.22120.m1	0.1526	319.6	865.4	0.1598	0.0210	0.1316
XP_015762816.1_aten_0.1.m1.22119.m1	0.1090	352.0	1139.0	0.2741	0.0224	0.0816
XP_015762824.1_aten_0.1.m1.22115.m1	0.1240	404.7	1125.3	0.1976	0.0199	0.1008
XP_015762826.1_aten_0.1.m1.22103.m1	0.0910	185.9	471.1	0.0211	0.0021	0.1017
XP_015762832.1_aten_0.1.m1.15369.m1	0.1739	281.0	982.0	0.2144	0.0319	0.1489
XP_015762834.1_aten_0.1.m1.22102.m1	0.2003	121.0	401.0	0.2834	0.0421	0.1486
XP_015762842.1_aten_0.1.m1.30471.m1	0.1829	311.9	1044.1	0.5177	0.0502	0.0970
XP_015762843.1_aten_0.1.m1.30467.m1	0.1109	300.4	905.6	0.1231	0.0133	0.1082
XP_015762844.1_aten_0.1.m1.30475.m1	0.0817	232.7	517.3	0.0485	0.0038	0.0792
XP_015762846.1_aten_0.1.m1.30476.m1	0.0440	109.3	244.7	0.0010	0.0000	0.0474
XP_015762848.1_aten_0.1.m1.15386.m1	0.2965	643.3	1978.7	0.2714	0.0596	0.2196
XP_015762863.1_aten_0.1.m1.15377.m1	1.6835	285.4	809.6	0.1751	0.2520	1.4385
XP_015762868.1_aten_0.1.m1.22272.m1	0.1065	181.6	610.4	0.9252	0.0349	0.0377
XP_015762881.1_aten_0.1.m1.1799.m1	0.1339	629.5	1704.5	0.3510	0.0298	0.0848
XP_015762889.1_aten_0.1.m1.1797.m1	0.0687	160.8	484.2	0.1693	0.0103	0.0609
XP_015762890.1_aten_0.1.m1.1812.m1	0.1420	1541.3	4260.7	0.2969	0.0291	0.0979
XP_015762892.1_aten_0.1.m1.1814.m1	0.2640	280.4	838.6	0.4312	0.0661	0.1534
XP_015762904.1_aten_0.1.m1.3932.m1	0.1245	683.0	1978.0	0.2179	0.0216	0.0991
XP_015762915.1_aten_0.1.m1.1801.m1	0.1852	239.3	906.7	0.2004	0.0337	0.1680
XP_015762917.1_aten_0.1.m1.15388.m1	0.1897	386.5	1422.5	0.2703	0.0401	0.1484
XP_015762927.1_aten_0.1.m1.27895.m1	0.2029	95.3	300.7	0.6102	0.0586	0.0961
XP_015762928.1_aten_0.1.m1.27894.m1	0.1623	68.9	261.1	0.5887	0.0472	0.0802
XP_015762929.1_aten_0.1.m1.27904.m1	0.2177	322.0	1163.0	0.2534	0.0443	0.1747
XP_015762931.1_aten_0.1.m1.27907.m1	0.1022	210.3	593.7	0.2908	0.0208	0.0715
XP_015762935.1_aten_0.1.m1.27911.m1	0.1838	694.1	1987.9	0.6536	0.0539	0.0824
XP_015762944.1_aten_0.1.m1.34288.m1	0.0720	94.0	224.0	0.0632	0.0045	0.0706
XP_015762947.1_aten_0.1.m1.34285.m1	0.3885	117.1	473.9	0.2532	0.0817	0.3228
XP_015762955.1_aten_0.1.m1.15431.m1	0.1893	361.8	1138.2	0.4693	0.0496	0.1056
XP_015762956.1_aten_0.1.m1.27905.m1	50.0000	54.2	203.8	0.0031	0.2406	
XP_015762960.1_aten_0.1.m1.9750.m1	0.7244	281.4	873.6	0.7009	0.2187	0.3121
XP_015762965.1_aten_0.1.m1.15429.m1	0.1729	635.2	2070.8	0.1404	0.0236	0.1685
XP_015762968.1_aten_0.1.m1.27896.m1	0.0967	274.0	737.0	0.1061	0.0098	0.0925
XP_015762974.1_aten_0.1.m1.15434.m1	0.3546	618.5	1661.5	0.4778	0.0912	0.1908
XP_015762979.1_aten_0.1.m1.1083.m1	0.2352	96.0	324.0	0.3466	0.0548	0.1581
XP_015762980.1_aten_0.1.m1.1088.m1	0.0775	229.9	778.1	0.4093	0.0194	0.0475
XP_015762982.1_aten_0.1.m1.32483.m1	0.2988	232.4	847.6	0.3818	0.0739	0.1935
XP_015762990.1_aten_0.1.m1.1095.m1	0.1330	358.6	1078.4	0.2708	0.0265	0.0979
XP_015762991.1_aten_0.1.m1.1096.m1	0.0631	263.4	813.6	0.3179	0.0138	0.0434
XP_015762992.1_aten_0.1.m1.1091.m1	0.0491	168.4	482.6	0.1368	0.0062	0.0455
XP_015762996.1_aten_0.1.m1.1108.m1	0.1103	185.2	498.8	0.1757	0.0162	0.0921
XP_015762999.1_aten_0.1.m1.1111.m1	0.1230	121.8	457.2	0.2399	0.0246	0.1025
XP_015763002.1_aten_0.1.m1.1114.m1	0.2059	530.9	1575.1	0.3882	0.0491	0.1265
XP_015763014.1_aten_0.1.m1.1085.m1	0.2907	198.3	719.7	0.5912	0.0843	0.1426
XP_015763015.1_aten_0.1.m1.1094.m1	0.1086	268.1	829.9	0.2011	0.0184	0.0914
XP_015763017.1_aten_0.1.m1.1104.m1	0.1334	611.2	2043.8	0.3281	0.0302	0.0921
XP_015763020.1_aten_0.1.m1.1113.m1	0.2240	778.3	2344.7	0.5107	0.0603	0.1180
XP_015763022.1_aten_0.1.m1.9257.m1	0.1276	299.8	948.2	0.0891	0.0123	0.1382
XP_015763029.1_aten_0.1.m1.38345.m1	0.7395	127.0	395.0	0.4059	0.1818	0.4478
XP_015763040.1_aten_0.1.m1.35020.m1	0.0995	385.4	1150.6	0.3632	0.0230	0.0634
XP_015763042.1_aten_0.1.m1.9247.m1	0.2381	206.0	736.0	0.2981	0.0524	0.1758
XP_015763043.1_aten_0.1.m1.35021.m1	0.0812	936.7	2330.3	0.3612	0.0180	0.0498
XP_015763056.1_aten_0.1.m1.9238.m1	0.1273	936.3	2699.7	0.2194	0.0221	0.1009
XP_015763070.1_aten_0.1.m1.6740.m1	0.1044	408.0	1050.0	0.2000	0.0164	0.0821
XP_015763080.1_aten_0.1.m1.9226.m1	0.1963	384.9	1256.1	0.2294	0.0366	0.1595
XP_015763084.1_aten_0.1.m1.6728.m1	0.1293	1650.4	4349.6	0.3556	0.0288	0.0809
XP_015763087.1_aten_0.1.m1.6726.m1	0.0847	121.6	394.4	0.3835	0.0205	0.0534
XP_015763089.1_aten_0.1.m1.9224.m1	0.1166	500.3	1446.7	0.2188	0.0203	0.0927
XP_015763091.1_aten_0.1.m1.31521.m1	0.2420	205.4	685.6	0.3121	0.0535	0.1714
XP_015763094.1_aten_0.1.m1.6729.m1	0.2483	728.6	2145.4	0.5048	0.0663	0.1313
XP_015763099.1_aten_0.1.m1.9219.m1	0.2327	294.7	917.3	0.3582	0.0540	0.1508
XP_015763121.1_aten_0.1.m1.6509.m1	0.2030	812.8	2409.2	0.7760	0.0631	0.0813
XP_015763136.1_aten_0.1.m1.6526.m1	0.0665	549.6	1763.4	0.1291	0.0085	0.0659
XP_015763138.1_aten_0.1.m1.6521.m1	0.1343	178.6	595.4	0.2392	0.0258	0.1079
XP_015763139.1_aten_0.1.m1.6534.m1	0.1284	130.0	287.0	0.1787	0.0176	0.0985
XP_015763140.1_aten_0.1.m1.6525.m1	0.1485	668.6	2082.4	0.4533	0.0383	0.0845
XP_015763141.1_aten_0.1.m1.6531.m1	0.0885	671.9	2094.1	0.1609	0.0130	0.0808
XP_015763143.1_aten_0.1.m1.6533.m1	0.1141	299.9	663.1	0.2302	0.0186	0.0809
XP_015763150.1_aten_0.1.m1.6538.m1	0.0964	170.0	472.0	0.0906	0.0088	0.0970
XP_015763158.1_aten_0.1.m1.6544.m1	0.1978	145.6	526.4	0.3777	0.0486	0.1286
XP_015763163.1_aten_0.1.m1.6513.m1	0.1494	1520.2	4467.8	0.4177	0.0368	0.0881
XP_015763170.1_aten_0.1.m1.6530.m1	0.2271	230.2	762.8	0.7160	0.0693	0.0968
XP_015763173.1_aten_0.1.m1.6541.m1	0.1755	531.6	1511.4	0.3776	0.0409	0.1084
XP_015763174.1_aten_0.1.m1.6543.m1	0.4060	272.7	1113.3	0.4301	0.1073	0.2496
XP_015763175.1_aten_0.1.m1.6536.m1	0.1523	129.5	431.5	0.2587	0.0306	0.1181
XP_015763176.1_aten_0.1.m1.6551.m1	0.1735	599.9	1791.1	0.2701	0.0345	0.1276
XP_015763189.1_aten_0.1.m1.9195.m1	0.3403	347.3	1215.7	0.3813	0.0834	0.2187
XP_015763196.1_aten_0.1.m1.12443.m1	0.0693	401.4	951.6	0.0140	0.0011	0.0754
XP_015763197.1_aten_0.1.m1.12440.m1	0.1107	503.5	1377.5	0.5086	0.0293	0.0576
XP_015763200.1_aten_0.1.m1.12434.m1	0.1323	410.1	1263.9	0.1704	0.0201	0.1180
XP_015763207.1_aten_0.1.m1.12431.m1	0.4968	198.5	734.5	0.3246	0.1148	0.3536
XP_015763209.1_aten_0.1.m1.12430.m1	0.0984	170.2	447.8	0.2027	0.0157	0.0777
XP_015763216.1_aten_0.1.m1.14054.m1	0.1567	195.6	560.4	0.1219	0.0182	0.1496
XP_015763217.1_aten_0.1.m1.14053.m1	0.1153	616.5	1519.5	0.2444	0.0203	0.0831
XP_015763225.1_aten_0.1.m1.14049.m1	0.0931	313.9	838.1	0.2773	0.0181	0.0654
XP_015763227.1_aten_0.1.m1.14065.m1	0.2157	313.1	799.9	0.2742	0.0412	0.1503
XP_015763240.1_aten_0.1.m1.12433.m1	0.1190	775.3	2290.7	0.2067	0.0201	0.0974
XP_015763241.1_aten_0.1.m1.12429.m1	0.1082	843.4	2372.6	0.1437	0.0141	0.0979
XP_015763244.1_aten_0.1.m1.12432.m1	0.1059	678.7	2174.3	0.1141	0.0124	0.1086
XP_015763246.1_aten_0.1.m1.14050.m1	0.1415	1471.0	4172.0	0.3050	0.0296	0.0970
XP_015763248.1_aten_0.1.m1.14055.m1	0.2789	591.4	1670.6	0.4312	0.0691	0.1603
XP_015763262.1_aten_0.1.m1.10256.m1	0.2679	336.7	938.3	0.5919	0.0755	0.1276
XP_015763284.1_aten_0.1.m1.10240.m1	0.1659	293.5	930.5	0.3319	0.0373	0.1124
XP_015763286.1_aten_0.1.m1.34190.m1	0.0847	146.2	351.8	0.0705	0.0058	0.0822
XP_015763287.1_aten_0.1.m1.26422.m1	0.0801	219.7	593.3	0.4711	0.0205	0.0435
XP_015763292.1_aten_0.1.m1.10245.m1	0.2731	608.5	1992.5	0.5900	0.0783	0.1327
XP_015763293.1_aten_0.1.m1.10243.m1	0.1755	131.7	495.3	0.3422	0.0417	0.1218
XP_015763313.1_aten_0.1.m1.22882.m1	0.2753	122.2	432.8	0.4408	0.0717	0.1627
XP_015763316.1_aten_0.1.m1.22886.m1	0.1070	449.2	1155.8	0.1258	0.0121	0.0963
XP_015763318.1_aten_0.1.m1.22885.m1	0.1493	530.7	1572.3	0.3256	0.0327	0.1004
XP_015763334.1_aten_0.1.m1.22899.m1	0.1570	273.1	821.9	0.1844	0.0249	0.1349
XP_015763339.1_aten_0.1.m1.22902.m1	0.1055	65.9	297.1	0.2056	0.0207	0.1005
XP_015763346.1_aten_0.1.m1.27405.m1	0.2319	133.5	493.5	0.3455	0.0551	0.1594
XP_015763352.1_aten_0.1.m1.22888.m1	0.2813	252.5	881.5	0.3676	0.0678	0.1844
XP_015763353.1_aten_0.1.m1.22881.m1	0.0880	323.1	825.9	0.2529	0.0160	0.0633
XP_015763357.1_aten_0.1.m1.22889.m1	0.2993	329.9	1008.1	0.3688	0.0702	0.1902
XP_015763358.1_aten_0.1.m1.22892.m1	0.0982	407.9	1065.1	0.1774	0.0143	0.0808
XP_015763365.1_aten_0.1.m1.19411.m1	0.1111	303.3	893.7	0.3490	0.0251	0.0721
XP_015763370.1_aten_0.1.m1.19408.m1	0.2342	579.7	2030.3	0.4803	0.0630	0.1311
XP_015763380.1_aten_0.1.m1.19398.m1	0.1934	210.0	582.0	0.5267	0.0521	0.0989
XP_015763382.1_aten_0.1.m1.19393.m1	0.0654	101.8	198.2	0.0010	0.0001	0.0641
XP_015763387.1_aten_0.1.m1.19399.m1	0.0874	380.6	963.4	0.1970	0.0135	0.0686
XP_015763394.1_aten_0.1.m1.19390.m1	0.1907	468.0	1512.0	0.2252	0.0351	0.1557
XP_015763398.1_aten_0.1.m1.19388.m1	0.1151	279.5	800.5	0.2096	0.0194	0.0927
XP_015763399.1_aten_0.1.m1.19389.m1	0.1482	136.6	433.4	0.1255	0.0185	0.1475
XP_015763404.1_aten_0.1.m1.19445.m1	0.2457	295.3	895.7	0.4318	0.0618	0.1430
XP_015763414.1_aten_0.1.m1.19409.m1	0.0650	188.2	384.8	0.3435	0.0133	0.0387
XP_015763416.1_aten_0.1.m1.19401.m1	0.3045	693.8	2417.2	0.5052	0.0833	0.1649
XP_015763420.1_aten_0.1.m1.19394.m1	0.3978	325.0	1163.0	0.2641	0.0824	0.3121
XP_015763421.1_aten_0.1.m1.4938.m1	0.0876	365.4	918.6	0.1689	0.0122	0.0720
XP_015763430.1_aten_0.1.m1.4948.m1	0.1234	413.3	1107.7	0.2288	0.0215	0.0938
XP_015763438.1_aten_0.1.m1.4976.m1	0.1633	320.7	921.3	0.2285	0.0291	0.1273
XP_015763443.1_aten_0.1.m1.4995.m1	0.1721	494.5	1593.5	0.4252	0.0435	0.1022
XP_015763445.1_aten_0.1.m1.4987.m1	0.1155	353.7	1014.3	0.1918	0.0184	0.0960
XP_015763453.1_aten_0.1.m1.5015.m1	0.3906	179.3	444.7	0.7021	0.1161	0.1653
XP_015763462.1_aten_0.1.m1.4937.m1	0.3020	234.0	741.0	0.4871	0.0804	0.1650
XP_015763463.1_aten_0.1.m1.4935.m1	0.1760	861.1	2345.9	0.1506	0.0233	0.1550
XP_015763466.1_aten_0.1.m1.4955.m1	0.1951	523.8	1387.2	0.4197	0.0472	0.1124
XP_015763468.1_aten_0.1.m1.4980.m1	0.7417	208.2	610.8	1.1435	0.2554	0.2233
XP_015763471.1_aten_0.1.m1.14865.m1	0.0337	130.5	511.5	0.5588	0.0097	0.0173
XP_015763474.1_aten_0.1.m1.4997.m1	0.2052	464.3	1629.7	0.3310	0.0472	0.1427
XP_015763477.1_aten_0.1.m1.5024.m1	0.2151	522.5	1817.5	0.5380	0.0602	0.1118
XP_015763496.1_aten_0.1.m1.17360.m1	0.0828	53.2	174.8	0.0010	0.0001	0.1178
XP_015763499.1_aten_0.1.m1.17364.m1	0.1457	166.7	490.3	0.2806	0.0294	0.1049
XP_015763502.1_aten_0.1.m1.17363.m1	0.0342	104.1	399.9	0.0010	0.0001	0.0550
XP_015763505.1_aten_0.1.m1.17349.m1	0.0832	138.7	473.3	0.0181	0.0021	0.1152
XP_015763506.1_aten_0.1.m1.17356.m1	0.5382	61.9	268.1	0.4918	0.1503	0.3056
XP_015763510.1_aten_0.1.m1.17339.m1	0.1128	1016.1	2799.9	0.1205	0.0128	0.1061
XP_015763516.1_aten_0.1.m1.17340.m1	0.0703	106.0	386.0	0.2209	0.0133	0.0603
XP_015763520.1_aten_0.1.m1.17326.m1	0.1021	255.9	869.1	0.0672	0.0082	0.1218
XP_015763521.1_aten_0.1.m1.17332.m1	0.1516	204.1	704.9	0.3088	0.0336	0.1089
XP_015763524.1_aten_0.1.m1.17333.m1	0.2634	194.5	657.5	0.4218	0.0669	0.1586
XP_015763525.1_aten_0.1.m1.17331.m1	0.1058	170.2	540.8	0.1234	0.0131	0.1058
XP_015763533.1_aten_0.1.m1.17369.m1	0.1658	713.0	1933.0	0.2377	0.0296	0.1247
XP_015763534.1_aten_0.1.m1.17354.m1	0.2346	128.7	459.3	0.3298	0.0541	0.1641
XP_015763538.1_aten_0.1.m1.17345.m1	0.1544	678.1	1895.9	0.2717	0.0302	0.1110
XP_015763541.1_aten_0.1.m1.17346.m1	0.3282	201.8	755.2	0.4967	0.0901	0.1815
XP_015763542.1_aten_0.1.m1.17328.m1	0.3591	299.6	1005.4	0.3832	0.0874	0.2281
XP_015763543.1_aten_0.1.m1.17327.m1	0.1867	894.6	2492.4	0.3591	0.0423	0.1178
XP_015763550.1_aten_0.1.m1.15382.m1	0.2235	199.0	605.0	0.1693	0.0336	0.1987
XP_015763553.1_aten_0.1.m1.36767.m1	0.1277	413.6	1206.4	0.3749	0.0299	0.0797
XP_015763554.1_aten_0.1.m1.36757.m1	0.1177	433.8	1198.2	0.2631	0.0225	0.0855
XP_015763555.1_aten_0.1.m1.36768.m1	0.2614	106.6	328.4	0.4158	0.0648	0.1559
XP_015763568.1_aten_0.1.m1.4659.m1	0.2627	155.5	441.5	0.9693	0.0868	0.0896
XP_015763570.1_aten_0.1.m1.4667.m1	0.7194	163.8	433.2	1.3940	0.2599	0.1865
XP_015763575.1_aten_0.1.m1.4641.m1	0.1205	822.1	2405.9	0.1840	0.0189	0.1026
XP_015763577.1_aten_0.1.m1.4634.m1	0.0750	411.4	983.6	0.0711	0.0052	0.0725
